-0.5315057,2.7173493,9.0951185
-0.7755736,2.8920252,8.084749
-0.45732823,3.4737802,6.6795645
0.392722,3.885645,6.882954
1.5681962,3.8904305,8.278867
2.4394827,3.598207,8.676076
3.2656047,3.260819,8.108678
3.3565319,3.4546378,7.534101
2.597708,4.091428,7.4072814
2.4275186,4.9725847,7.8957167
2.5666013,5.6668024,8.949157
1.6567305,5.7003016,9.727123
0.5171488,5.1209397,9.396914
1.1706885,4.733003,9.195618
2.719742,4.65404,10.529317
3.5359936,4.651647,12.006287
3.0116663,4.766503,11.082358
2.2097716,5.073083,8.235796
2.2767708,5.5423756,6.018846
2.3916261,5.4466624,5.7553368
2.2576282,4.9773703,7.004988
2.3485553,4.5678983,8.111071
2.4681966,4.5655055,8.522935
3.0690942,4.922335,9.739087
3.8258243,4.35733,11.304891
3.112464,3.370889,10.677672
1.2329018,3.464209,8.195119
-0.90029955,3.4737802,7.4240313
-0.4764708,3.1100712,8.750552
2.300699,3.586243,7.819146
2.844169,3.9981074,5.130511
3.0403802,3.749254,6.0116677
2.8250263,3.5838501,9.997811
1.8840487,3.289533,12.631412
2.4801607,1.907977,9.789336
1.0462617,1.2568301,5.8127646
0.016749758,1.3645071,6.0834527
2.2169502,1.0055838,8.7984085
2.353341,0.4884349,11.252249
0.41665024,-0.11724831,11.55165
-0.95772725,0.019142581,11.616257
-3.083451,1.5849459,11.527722
-3.6559339,4.1847477,10.229915
-1.230509,4.7569313,9.15494
1.1300105,3.1100712,9.245867
2.2624137,2.5498517,8.944371
3.8330028,4.922335,6.7226353
6.1456656,6.4642105,5.432306
5.034798,6.0427747,6.3801622
3.0236306,5.884549,6.99781
3.8234315,5.468198,5.5710893
4.7569313,5.7338014,3.0236306
3.8090746,7.069894,2.2217357
1.3597214,8.580363,3.3661032
1.4844474,9.624231,5.266902
3.9741793,10.040882,7.5580297
3.775575,10.445568,10.119845
0.17228323,10.7016,11.769398
-1.407877,9.277272,13.076477
-0.32333016,7.443174,18.492033
-0.69900334,4.2352962,20.962622
-3.9000018,1.7524434,10.339985
-4.5631127,3.7181473,2.4227328
-2.5402803,7.620542,-2.2456641
-4.3525443,10.823634,-9.31795
-4.749753,11.333605,-5.7409797
-0.75643104,10.7016,3.3852458
4.4913282,10.680065,4.7715874
5.238188,10.7351,1.6854445
3.05713,9.68166,4.5655055
6.5144596,10.658529,11.781362
7.740183,12.5138645,9.667302
3.7707894,11.668899,-1.4003994
1.8864416,8.410473,-5.235795
-2.9733813,3.251248,5.384449
-10.890634,-0.60807604,16.653448
-13.759029,-2.9327033,17.771494
-10.782956,-4.0555353,10.720743
-4.1057844,-1.2065809,0.70378894
1.9606191,4.965406,-3.4522448
6.567102,10.263414,-2.2671995
7.5699935,11.02493,-0.42861435
3.0957143,8.223832,2.0422742
0.24646074,5.1592245,4.6085763
2.5642085,3.1555347,3.4211383
6.765706,1.5658033,0.7588239
8.810373,-0.25842485,0.42861435
7.7066836,-0.30418757,1.0175478
17.180168,-0.10289137,5.0180483
15.686149,4.191926,4.100999
-3.5647075,3.9550366,-3.7444685
9.854242,3.0140593,0.86919284
19.066608,5.911169,12.298511
8.551649,6.0212393,10.304092
9.93799,6.4977098,4.781159
9.552447,5.152046,2.9662027
8.518149,3.6460636,0.39032918
9.607482,2.6336005,1.5777674
11.99193,1.9223338,6.48096
12.372687,1.9199411,13.01187
2.7388847,2.1547368,20.491236
6.17438,3.1244283,5.211867
12.245868,5.4466624,-7.8430743
6.8255267,5.3629136,-2.312663
17.201702,3.3876386,5.944669
17.120346,3.5527434,9.823135
7.8023963,4.65404,4.685147
8.772088,3.9406798,4.153641
9.257831,2.4394827,3.5288153
8.3219385,1.2592229,4.354937
7.8335032,0.7851449,5.0682974
8.367402,0.9194421,4.098606
9.3155575,1.0031909,1.6471593
9.114262,0.17467605,0.72293156
7.704291,0.17467605,1.9606191
6.3394847,1.6710875,2.2384856
1.5921243,3.7229328,2.9853454
1.1946167,2.612065,-1.5610176
6.660422,2.7005994,-2.2145574
7.9818583,3.1220353,2.2337
7.443174,1.9680966,3.1339993
7.9818583,1.1706885,2.7963123
10.272985,-0.20578274,3.9454653
13.442878,-1.637588,5.7720866
12.830016,-1.8649062,5.1592245
11.388639,-1.6040884,5.07069
11.197213,-1.0079765,5.4346986
11.33839,-0.20817557,6.2676997
11.402996,-0.22971097,7.9052877
10.634602,-0.8739785,8.510971
8.518149,-0.43100718,7.6923265
8.745767,0.04546363,7.2708907
11.716755,-1.9510478,7.172785
12.573685,-2.896811,6.818348
10.974681,-1.8481563,6.248557
9.576375,-1.4198412,5.61416
9.416057,-1.879263,4.7545385
7.036394,-1.582553,3.7133617
6.3945193,-1.3357933,4.2424746
6.5431733,-1.7021942,4.0962133
5.573482,-0.8234301,2.9135606
8.317152,0.55064833,3.7923248
11.5061865,0.32333016,4.668397
11.539686,-1.9247267,3.4713874
8.326724,-3.4977086,1.5370895
7.764111,-3.4307094,0.52193445
7.8311105,-1.8026928,0.53389853
6.315556,-0.43818563,0.9625129
6.6628146,0.076570325,1.1706885
7.349854,1.4964114,1.2376875
8.2094755,1.9872392,1.1659029
8.712267,1.1922239,1.934298
8.5372925,0.4956134,3.3062828
8.506186,0.04546363,3.045166
8.819944,0.047856454,2.0255244
10.016953,0.5051847,1.9390837
10.043275,0.9385847,2.7795627
8.898908,0.9529416,3.5048869
9.609875,1.2089736,4.0531425
12.272189,1.8888344,4.9079785
14.00549,2.1595225,5.6620164
12.406187,2.0877378,5.348557
10.505388,2.2408783,4.0698924
11.2139635,2.2384856,3.8330028
12.684053,2.6694927,4.4482574
12.466008,3.3732817,4.2014976
10.328021,3.167499,3.2392836
8.848659,2.379662,2.7364917
7.522137,2.3198416,2.4466612
4.584648,2.5570302,1.6447664
3.950251,0.9098708,-0.6367899
6.358627,0.076570325,-0.5913263
10.076775,-0.03589234,0.3065804
10.196416,0.09092726,-0.13878371
8.161619,1.3477573,-0.31375888
9.123833,1.015155,-1.2113664
8.678469,0.392722,-0.91465646
6.5455666,0.14117654,-0.14356937
5.5447683,0.72053874,-0.44775695
6.296414,1.4820545,-0.35204405
8.197512,1.1970096,0.20338993
9.6529455,1.0797613,-0.17228323
10.04806,0.78753775,-0.9290134
10.708778,0.27038896,-1.6806588
11.9153595,0.1698904,-1.6615162
12.219547,0.4022933,-1.041476
12.372687,0.43100718,-0.18903299
13.371093,0.3592225,1.3094722
14.936896,0.80907315,2.6096723
15.461224,1.0869397,2.4251258
14.094025,0.6056832,1.2329018
12.877872,0.16271193,0.7755736
12.032608,0.12921242,0.6439684
11.029716,0.11006984,0.0526421
10.493424,-0.285045,-0.2416751
10.419247,-0.6128617,-0.20817557
10.4001045,-0.51475596,-0.1698904
10.036097,-0.58893347,-0.285045
9.566804,-0.9290134,-0.34247273
8.690433,-1.096511,-0.37597227
7.376175,-1.218545,-0.14356937
6.2844496,-1.1084751,0.26799613
6.17438,-0.40468612,-0.4764708
7.2230344,0.20338993,-1.3405789
7.7425756,0.42622152,-1.6710875
7.390532,0.059820566,-1.2472588
7.2493553,-0.4764708,-0.26081768
7.6133633,-0.4214359,-0.18424734
8.379366,-0.35204405,0.09092726
8.95155,-0.12921242,-0.7636095
8.702696,0.16749759,-1.9486549
8.360223,0.22253251,-1.4222339
